ds,y,RESP,MA_ATM,bar
2019-09-25,144900000.0,-77,50066247,77
2019-09-26,123250000.0,-68,44214348,68
2019-09-27,145850000.0,-75,48765825,75
2019-09-28,186000000.0,-88,57218568,88
2019-09-29,106500000.0,-49,31860339,49
2019-09-30,240320000.0,10809,74124054,114
2019-10-01,181300000.0,-98,63720678,98
2019-10-02,198050000.0,-80,52016880,80
2019-10-03,243150000.0,-105,68272155,105
2019-10-04,128400000.0,-76,49416036,76
2019-10-05,234500000.0,-109,70872999,109
2019-10-06,128500000.0,-54,35111394,54
2019-10-07,234050000.0,-103,66971733,103
2019-10-08,226900000.0,-97,63070467,97
2019-10-09,134250000.0,-76,49416036,76
2019-10-10,151150000.0,-75,48765825,75
2019-10-11,249550000.0,-121,78675531,121
2019-10-12,188200000.0,-80,52016880,80
2019-10-13,86000000.0,-41,26658651,41
2019-10-14,154300000.0,-77,50066247,77
2019-10-15,164510000.0,38626,65671311,101
2019-10-16,193750000.0,-109,70872999,109
2019-10-17,146000000.0,-74,48115614,74
2019-10-18,174500000.0,-81,52667091,81
2019-10-19,190500000.0,53507,74774265,115
2019-10-20,86280000.0,90272,59169201,91
2019-10-21,274910000.0,32633,88428696,136
2019-10-22,146000000.0,-75,48765825,75
2019-10-23,98050000.0,-52,33810972,52
2019-10-24,147500000.0,-68,44214348,68
2019-10-25,159900000.0,-73,47465403,73
2019-10-26,166950000.0,-98,63720678,98
2019-10-27,162450000.0,-80,52016880,80
2019-10-28,283700000.0,-113,73473843,113
2019-10-29,213790000.0,30682,65671311,101
2019-10-30,143250000.0,-79,51366669,79
2019-10-31,191100000.0,-84,54617724,84
2019-11-01,277350000.0,-111,72173421,111
2019-11-02,154570000.0,28705,59819412,92
2019-11-03,124460000.0,94240,61770045,95
2019-11-04,216182000.0,55484,80626164,124
2019-11-05,285850000.0,-128,83227008,128
2019-11-06,262000000.0,-113,73473843,113
2019-11-07,141950000.0,-75,48765825,75
2019-11-08,168200000.0,-84,54617724,84
2019-11-09,149700000.0,-82,53317302,82
2019-11-10,175550000.0,-90,58518990,90
2019-11-11,184550000.0,-100,65021100,100
2019-11-12,155620000.0,12818,59169201,91
2019-11-13,164000000.0,-93,60469623,93
2019-11-14,129400000.0,-69,44864559,69
2019-11-15,130100000.0,-83,53967513,83
2019-11-16,154500000.0,-85,55267935,85
2019-11-17,129000000.0,-63,40963293,63
2019-11-18,153800000.0,-104,67621944,104
2019-11-19,182370000.0,14800,61770045,95
2019-11-20,135200000.0,-89,57868779,89
2019-11-21,122500000.0,-72,46815192,72
2019-11-22,139500000.0,-64,41613504,64
2019-11-23,137780000.0,26732,51366669,79
2019-11-24,110100000.0,93248,61119834,94
2019-11-25,214190000.0,53495,82576797,127
2019-11-26,199600000.0,-85,55267935,85
2019-11-27,181800000.0,-90,58518990,90
2019-11-28,212500000.0,-89,57868779,89
2019-11-29,247650000.0,-113,73473843,113
2019-11-30,289000000.0,-134,87128274,134
2019-12-01,190900000.0,-91,59169201,91
2019-12-02,288020000.0,17739,87778485,135
2019-12-03,294550000.0,-124,80626164,124
2019-12-04,235150000.0,-99,64370889,99
2019-12-05,175850000.0,-92,59819412,92
2019-12-06,360900000.0,-137,89078907,137
2019-12-07,169400000.0,-82,53317302,82
2019-12-08,177420000.0,19783,50066247,77
2019-12-09,151584000.0,103168,67621944,104
2019-12-10,177334000.0,38624,66971733,103
2019-12-11,249250000.0,-107,69572577,107
2019-12-12,157550000.0,-81,52667091,81
2019-12-13,154500000.0,-81,52667091,81
2019-12-14,196340000.0,56497,67621944,104
2019-12-15,70700000.0,48608,31860339,49
2019-12-16,255820000.0,11817,64370889,99
2019-12-17,180900000.0,-82,53317302,82
2019-12-18,148400000.0,-69,44864559,69
2019-12-19,99500000.0,-52,33810972,52
2019-12-20,202642000.0,44588,63070467,97
2019-12-21,128900000.0,-73,47465403,73
2019-12-22,166800000.0,-82,53317302,82
2019-12-23,227700000.0,-107,69572577,107
2019-12-24,237000000.0,-85,55267935,85
2019-12-25,190580000.0,135900,91679751,141
2019-12-26,198750000.0,12816,60469623,93
2019-12-27,227050000.0,-104,67621944,104
2019-12-28,292100000.0,-119,77375109,119
2019-12-29,143500000.0,-77,50066247,77
2019-12-30,341640000.0,1849,89078907,137
2019-12-31,320650000.0,-144,93630384,144
2020-01-01,165000000.0,-94,61119834,94
2020-01-02,279400000.0,-114,74124054,114
2020-01-03,220600000.0,-99,64370889,99
2020-01-04,306450000.0,-117,76074687,117
2020-01-05,153800000.0,-70,45514770,70
2020-01-06,310450000.0,-125,81276375,125
2020-01-07,278100000.0,14785,71523210,110
2020-01-08,178140000.0,92256,60469623,93
2020-01-09,129460000.0,75392,49416036,76
2020-01-10,178900000.0,10840,53967513,83
2020-01-11,317150000.0,-135,87778485,135
2020-01-12,285950000.0,-131,85177641,131
2020-01-13,214500000.0,-96,62420256,96
2020-01-14,176880000.0,23755,50066247,77
2020-01-15,288970000.0,81295,85177641,131
2020-01-16,289000000.0,-126,81926586,126
2020-01-17,420100000.0,-164,106634604,164
2020-01-18,370100000.0,62414,94280595,145
2020-01-19,228700000.0,114080,74774265,115
2020-01-20,488450000.0,49476,113136714,174
2020-01-21,577050000.0,-201,130692411,201
2020-01-22,424150000.0,1855,85177641,131
2020-01-23,142600000.0,-47,30559917,47
2020-01-24,83850000.0,-28,18205908,28
2020-01-25,11900000.0,-7,4551477,7
2020-01-26,21200000.0,-6,3901266,6
2020-01-27,20500000.0,-10,6502110,10
2020-01-28,38190000.0,4952,8452743,13
2020-01-29,22520000.0,11904,7802532,12
2020-01-30,80330000.0,20817,23407596,36
2020-01-31,80350000.0,-35,22757385,35
2020-02-01,88200000.0,-35,22757385,35
2020-02-02,222350000.0,-78,50716458,78
2020-02-03,371200000.0,-131,85177641,131
2020-02-04,99500000.0,1937,31860339,49
2020-02-05,92450000.0,-47,30559917,47
2020-02-06,223450000.0,-85,55267935,85
2020-02-07,236600000.0,-89,57868779,89
2020-02-08,143900000.0,-59,38362449,59
2020-02-09,166800000.0,-63,40963293,63
2020-02-10,172680000.0,91260,62420256,96
2020-02-11,134560000.0,10849,48115614,74
2020-02-12,156600000.0,-74,48115614,74
2020-02-13,122100000.0,-56,36411816,56
2020-02-14,187500000.0,-86,55918146,86
2020-02-15,182350000.0,-91,59169201,91
2020-02-16,94650000.0,-41,26658651,41
2020-02-17,148150000.0,-82,53317302,82
2020-02-18,141900000.0,-73,47465403,73
2020-02-19,191040000.0,6869,53317302,82
2020-02-20,145620000.0,8865,46815192,72
2020-02-21,127000000.0,-58,37712238,58
2020-02-22,60550000.0,-48,31210128,48
2020-02-23,51000000.0,-43,27959073,43
2020-02-24,161050000.0,-79,51366669,79
2020-02-25,169500000.0,-78,50716458,78
2020-02-26,161500000.0,-69,44864559,69
2020-02-27,150500000.0,-64,41613504,64
2020-02-28,233330000.0,48535,79325742,122
2020-02-29,236150000.0,-105,68272155,105
2020-03-01,174950000.0,-63,40963293,63
2020-03-02,230700000.0,-110,71523210,110
2020-03-03,183200000.0,-71,46164981,71
2020-03-04,195300000.0,-89,57868779,89
2020-03-05,233950000.0,-105,68272155,105
2020-03-06,259600000.0,-116,75424476,116
2020-03-07,156000000.0,-66,42913926,66
2020-03-08,107100000.0,43626,42913926,66
2020-03-09,129978000.0,45599,51366669,79
2020-03-10,226300000.0,-92,59819412,92
2020-03-11,146050000.0,-74,48115614,74
2020-03-12,124850000.0,-67,43564137,67
2020-03-13,142430000.0,7868,49416036,76
2020-03-14,161550000.0,-82,53317302,82
2020-03-15,79850000.0,-44,28609284,44
2020-03-16,230250000.0,-94,61119834,94
2020-03-17,179500000.0,-67,43564137,67
2020-03-18,122050000.0,-75,48765825,75
2020-03-19,137100000.0,-73,47465403,73
2020-03-20,141400000.0,-68,44214348,68
2020-03-21,125750000.0,-60,39012660,60
2020-03-22,76500000.0,-30,19506330,30
2020-03-23,156500000.0,-64,41613504,64
2020-03-24,115500000.0,-53,34461183,53
2020-03-25,187750000.0,-73,47465403,73
2020-03-26,242000000.0,-89,57868779,89
2020-03-27,209850000.0,-83,53967513,83
2020-03-28,134200000.0,-62,40313082,62
2020-03-29,48650000.0,-35,22757385,35
2020-03-30,159940000.0,10862,39662871,61
2020-03-31,208440000.0,21765,52667091,81
2020-04-01,110850000.0,-50,32510550,50
2020-04-02,87600000.0,-38,24708018,38
2020-04-03,105200000.0,-42,27308862,42
2020-04-04,60450000.0,-34,22107174,34
2020-04-05,45200000.0,-21,13654431,21
2020-04-06,76900000.0,-40,26008440,40
2020-04-07,92500000.0,-43,27959073,43
2020-04-08,84350000.0,-39,25358229,39
2020-04-09,55500000.0,-23,14954853,23
2020-04-10,140250000.0,-63,40963293,63
2020-04-11,97400000.0,-51,33160761,51
2020-04-12,35650000.0,-16,10403376,16
2020-04-13,45150000.0,-23,14954853,23
2020-04-14,51250000.0,-29,18856119,29
2020-04-15,81850000.0,-50,32510550,50
2020-04-16,101200000.0,-51,33160761,51
2020-04-17,129250000.0,-63,40963293,63
2020-04-18,97300000.0,-50,32510550,50
2020-04-19,41500000.0,-22,14304642,22
2020-04-20,74000000.0,-37,24057807,37
2020-04-21,83850000.0,-44,28609284,44
2020-04-22,80200000.0,-57,37062027,57
2020-04-23,76950000.0,-51,33160761,51
2020-04-24,103900000.0,-64,41613504,64
2020-04-25,79950000.0,-57,37062027,57
2020-04-26,41250000.0,-37,24057807,37
2020-04-27,119200000.0,-63,40963293,63
2020-04-28,161500000.0,-67,43564137,67
2020-04-29,233650000.0,-101,65671311,101
2020-04-30,126650000.0,-52,33810972,52
2020-05-01,71400000.0,-32,20806752,32
2020-05-02,85100000.0,-33,21456963,33
2020-05-03,75800000.0,-43,27959073,43
2020-05-04,245550000.0,-104,67621944,104
2020-05-05,194920000.0,16793,57218568,88
2020-05-06,170240000.0,43595,63070467,97
2020-05-07,154800000.0,-74,48115614,74
2020-05-08,131650000.0,-73,47465403,73
2020-05-09,133900000.0,-66,42913926,66
2020-05-10,164000000.0,-67,43564137,67
2020-05-11,148500000.0,-67,43564137,67
2020-05-12,150550000.0,-71,46164981,71
2020-05-13,168000000.0,-77,50066247,77
2020-05-14,135300000.0,-66,42913926,66
2020-05-15,206850000.0,-86,55918146,86
2020-05-16,194500000.0,-83,53967513,83
2020-05-17,96800000.0,7895,31860339,49
2020-05-18,94560000.0,75392,49416036,76
2020-05-19,142660000.0,39624,62420256,96
2020-05-20,118750000.0,-78,50716458,78
2020-05-21,145650000.0,-75,48765825,75
2020-05-22,175300000.0,-73,47465403,73
2020-05-23,136000000.0,-73,47465403,73
2020-05-24,72800000.0,-43,27959073,43
2020-05-25,163000000.0,-71,46164981,71
2020-05-26,211520000.0,18765,66321522,102
2020-05-27,137950000.0,-63,40963293,63
2020-05-28,133700000.0,-78,50716458,78
2020-05-29,197750000.0,-85,55267935,85
2020-05-30,157000000.0,-61,39662871,61
2020-05-31,110000000.0,-54,35111394,54
2020-06-01,189000000.0,-89,57868779,89
2020-06-02,162020000.0,38634,60469623,93
2020-06-03,234100000.0,-89,57868779,89
2020-06-04,173900000.0,-92,59819412,92
2020-06-05,241050000.0,-111,72173421,111
2020-06-06,115250000.0,-72,46815192,72
2020-06-07,106000000.0,-52,33810972,52
2020-06-08,111850000.0,26735,49416036,76
2020-06-09,57740000.0,8901,23407596,36
2020-06-10,140150000.0,-79,51366669,79
2020-06-11,181700000.0,-88,57218568,88
2020-06-12,164550000.0,-90,58518990,90
2020-06-13,151850000.0,-71,46164981,71
2020-06-14,57800000.0,-37,24057807,37
2020-06-15,151000000.0,-62,40313082,62
2020-06-16,122420000.0,3905,43564137,67
2020-06-17,208150000.0,-80,52016880,80
2020-06-18,171850000.0,-83,53967513,83
2020-06-19,109520000.0,9853,50066247,77
2020-06-20,138150000.0,-71,46164981,71
2020-06-21,82700000.0,-44,28609284,44
2020-06-22,100800000.0,-66,42913926,66
2020-06-23,95500000.0,-68,44214348,68
2020-06-24,91800000.0,-75,48765825,75
2020-06-25,144300000.0,-68,44214348,68
2020-06-26,190500000.0,-91,59169201,91
2020-06-27,96850000.0,-75,48765825,75
2020-06-28,101400000.0,-58,37712238,58
2020-06-29,226300000.0,-99,64370889,99
2020-06-30,255400000.0,-114,74124054,114
2020-07-01,191600000.0,-95,61770045,95
2020-07-02,134600000.0,-90,58518990,90
2020-07-03,119250000.0,-79,51366669,79
2020-07-04,241100000.0,-107,69572577,107
2020-07-05,132100000.0,-61,39662871,61
2020-07-06,260350000.0,-118,76724898,118
2020-07-07,239100000.0,-90,58518990,90
2020-07-08,166040000.0,9842,57218568,88
2020-07-09,185600000.0,-98,63720678,98
2020-07-10,288750000.0,-127,82576797,127
2020-07-11,152020000.0,54513,66321522,102
2020-07-12,81528000.0,63488,41613504,64
2020-07-13,164320000.0,10845,50716458,78
2020-07-14,93500000.0,-59,38362449,59
2020-07-15,185100000.0,19779,52667091,81
2020-07-16,169590000.0,46578,60469623,93
2020-07-17,185750000.0,-97,63070467,97
2020-07-18,221850000.0,-89,57868779,89
2020-07-19,120250000.0,-70,45514770,70
2020-07-20,188650000.0,-101,65671311,101
2020-07-21,143800000.0,-62,40313082,62
2020-07-22,162550000.0,44587,63720678,98
2020-07-23,106700000.0,-81,52667091,81
2020-07-24,161800000.0,-95,61770045,95
2020-07-25,244550000.0,-120,78025320,120
2020-07-26,72600000.0,-58,37712238,58
2020-07-27,208000000.0,-87,56568357,87
2020-07-28,149000000.0,-63,40963293,63
2020-07-29,205060000.0,47572,59819412,92
2020-07-30,238800000.0,-104,67621944,104
2020-07-31,154100000.0,-77,50066247,77
2020-08-01,215000000.0,-85,55267935,85
2020-08-02,85900000.0,-48,31210128,48
2020-08-03,271864000.0,19757,66971733,103
2020-08-04,221490000.0,19759,65671311,101
2020-08-05,144400000.0,-79,51366669,79
2020-08-06,176450000.0,-87,56568357,87
2020-08-07,201150000.0,-121,78675531,121
2020-08-08,91500000.0,-51,33160761,51
2020-08-09,115000000.0,-59,38362449,59
2020-08-10,173092000.0,48558,64370889,99
2020-08-11,208180000.0,13795,69572577,107
2020-08-12,162600000.0,-82,53317302,82
2020-08-13,152850000.0,-71,46164981,71
2020-08-14,161340000.0,12832,50066247,77
2020-08-15,183200000.0,-102,66321522,102
2020-08-16,78400000.0,-50,32510550,50
2020-08-17,109450000.0,-74,48115614,74
2020-08-18,120100000.0,-74,48115614,74
2020-08-19,193050000.0,-77,50066247,77
2020-08-20,152500000.0,-78,50716458,78
2020-08-21,135180000.0,4885,52016880,80
2020-08-22,98000000.0,-68,44214348,68
2020-08-23,107300000.0,-66,42913926,66
2020-08-24,142800000.0,-78,50716458,78
2020-08-25,311400000.0,-123,79975953,123
2020-08-26,132000000.0,-63,40963293,63
2020-08-27,112800000.0,-60,39012660,60
2020-08-28,194720000.0,35647,65671311,101
2020-08-29,221700000.0,-102,66321522,102
2020-08-30,48350000.0,-24,15605064,24
2020-08-31,111900000.0,-67,43564137,67
2020-09-01,204200000.0,-94,61119834,94
2020-09-02,121650000.0,-57,37062027,57
2020-09-03,156500000.0,-76,49416036,76
2020-09-04,221900000.0,-94,61119834,94
2020-09-05,127600000.0,-76,49416036,76
2020-09-06,91650000.0,-57,37062027,57
2020-09-07,219300000.0,-112,72823632,112
2020-09-08,177550000.0,-92,59819412,92
2020-09-09,189500000.0,-85,55267935,85
2020-09-10,180320000.0,25719,64370889,99
2020-09-11,215400000.0,-111,72173421,111
2020-09-12,159100000.0,-92,59819412,92
2020-09-13,90750000.0,-55,35761605,55
2020-09-14,144500000.0,-65,42263715,65
2020-09-15,108300000.0,-44,28609284,44
2020-09-16,189200000.0,12831,50716458,78
2020-09-17,112250000.0,39643,50066247,77
2020-09-18,191800000.0,-102,66321522,102
2020-09-19,79700000.0,-42,27308862,42
2020-09-20,96650000.0,-58,37712238,58
2020-09-21,65300000.0,-44,28609284,44
2020-09-22,179450000.0,-82,53317302,82
2020-09-23,142900000.0,-61,39662871,61
2020-09-24,100000000.0,-51,33160761,51
2020-09-25,246480000.0,8827,71523210,110
2020-09-26,259800000.0,-131,85177641,131
2020-09-27,136350000.0,-66,42913926,66
2020-09-28,182550000.0,-91,59169201,91
2020-09-29,194600000.0,-77,50066247,77
2020-09-30,130300000.0,9861,44864559,69
2020-10-01,94424000.0,53568,35111394,54
2020-10-02,205320000.0,36630,72173421,111
2020-10-03,258200000.0,-107,69572577,107
2020-10-04,86900000.0,-65,42263715,65
2020-10-05,214450000.0,-106,68922366,106
2020-10-06,175500000.0,-87,56568357,87
2020-10-07,306100000.0,-122,79325742,122
2020-10-08,237900000.0,-113,73473843,113
2020-10-09,236000000.0,-107,69572577,107
2020-10-10,236050000.0,-99,64370889,99
2020-10-11,156260000.0,15814,48115614,74
2020-10-12,250940000.0,44548,89078907,137
2020-10-13,175100000.0,-88,57218568,88
2020-10-14,178150000.0,-97,63070467,97
2020-10-15,170634000.0,42588,72173421,111
2020-10-16,234650000.0,-98,63720678,98
2020-10-17,188280000.0,14812,53967513,83
2020-10-18,88960000.0,95232,62420256,96
2020-10-19,183780000.0,58483,67621944,104
2020-10-20,262750000.0,-116,75424476,116
2020-10-21,141700000.0,-73,47465403,73
2020-10-22,171400000.0,-95,61770045,95
2020-10-23,215700000.0,-93,60469623,93
2020-10-24,94000000.0,-51,33160761,51
2020-10-25,72296000.0,52565,41613504,64
2020-10-26,239748000.0,40596,76074687,117
2020-10-27,137400000.0,-76,49416036,76
2020-10-28,200750000.0,-98,63720678,98
2020-10-29,176700000.0,-94,61119834,94
2020-10-30,189950000.0,-91,59169201,91
2020-10-31,145850000.0,-88,57218568,88
2020-11-01,245550000.0,-112,72823632,112
2020-11-02,207650000.0,-106,68922366,106
2020-11-03,176700000.0,-79,51366669,79
2020-11-04,192840000.0,30677,68922366,106
2020-11-05,232570000.0,18749,76724898,118
2020-11-06,231550000.0,-115,74774265,115
2020-11-07,219600000.0,-111,72173421,111
2020-11-08,145900000.0,-73,47465403,73
2020-11-09,137000000.0,-75,48765825,75
2020-11-10,176970000.0,73378,67621944,104
2020-11-11,180480000.0,24714,72173421,111
2020-11-12,197430000.0,892,65671311,101
2020-11-13,144250000.0,-82,53317302,82
2020-11-14,128850000.0,-80,52016880,80
2020-11-15,86540000.0,34696,38362449,59
2020-11-16,194930000.0,16775,68922366,106
2020-11-17,218500000.0,-104,67621944,104
2020-11-18,142850000.0,-82,53317302,82
2020-11-19,174700000.0,-96,62420256,96
2020-11-20,253000000.0,-112,72823632,112
2020-11-21,91080000.0,31712,41613504,64
2020-11-22,95860000.0,66464,43564137,67
2020-11-23,138446000.0,61460,68922366,106
2020-11-24,161100000.0,-90,58518990,90
2020-11-25,141550000.0,-76,49416036,76
2020-11-26,212800000.0,-111,72173421,111
2020-11-27,126350000.0,-81,52667091,81
2020-11-28,128500000.0,-61,39662871,61
2020-11-29,94500000.0,-58,37712238,58
2020-11-30,237750000.0,-110,71523210,110
2020-12-01,247450000.0,-111,72173421,111
2020-12-02,110000000.0,-81,52667091,81
2020-12-03,165100000.0,-78,50716458,78
2020-12-04,230000000.0,-89,57868779,89
2020-12-05,178208000.0,89261,70872999,109
2020-12-06,123000000.0,97216,63720678,98
2020-12-07,180960000.0,56482,77375109,119
2020-12-08,266200000.0,-106,68922366,106
2020-12-09,127750000.0,-68,44214348,68
2020-12-10,164900000.0,-90,58518990,90
2020-12-11,220200000.0,-71,46164981,71
